"L","a","b"
43.2470158685083,34.8182120160009,34.8182120160009
43.2470158685083,28.9427736781932,39.8363104189541
43.2470158685083,22.3546681968696,43.8735066502582
43.2470158685083,15.2161165936489,46.8303915400124
43.2470158685083,7.70289370049685,48.6341567688927
43.2470158685083,3.01510415625474e-15,49.2403876506104
43.2470158685083,-7.70289370049685,48.6341567688927
43.2470158685083,-15.2161165936489,46.8303915400124
43.2470158685083,-22.3546681968696,43.8735066502582
43.2470158685083,-28.9427736781932,39.8363104189541
43.2470158685083,-34.8182120160009,34.8182120160009
43.2470158685083,-39.8363104189541,28.9427736781932
43.2470158685083,-43.8735066502582,22.3546681968696
43.2470158685083,-46.8303915400124,15.2161165936489
43.2470158685083,-48.6341567688927,7.70289370049685
43.2470158685083,-49.2403876506104,6.0302083125095e-15
43.2470158685083,-48.6341567688927,-7.7028937004968
43.2470158685083,-46.8303915400124,-15.2161165936489
43.2470158685083,-43.8735066502582,-22.3546681968696
43.2470158685083,-39.8363104189541,-28.9427736781932
43.2470158685083,-34.8182120160009,-34.8182120160009
43.2470158685083,-28.9427736781932,-39.8363104189541
43.2470158685083,-22.3546681968696,-43.8735066502582
43.2470158685083,-15.2161165936489,-46.8303915400124
43.2470158685083,-7.70289370049685,-48.6341567688927
43.2470158685083,-9.04531246876425e-15,-49.2403876506104
43.2470158685083,7.7028937004968,-48.6341567688927
43.2470158685083,15.2161165936489,-46.8303915400124
43.2470158685083,22.3546681968696,-43.8735066502582
43.2470158685083,28.9427736781932,-39.8363104189541
43.2470158685083,34.8182120160009,-34.8182120160009
43.2470158685083,39.8363104189541,-28.9427736781932
43.2470158685083,43.8735066502582,-22.3546681968696
43.2470158685083,46.8303915400124,-15.2161165936489
43.2470158685083,48.6341567688927,-7.70289370049685
55.5555555555556,0,0
56.7529852426029,49.2403876506104,0
56.7529852426029,48.6341567688927,7.70289370049685
56.7529852426029,46.8303915400124,15.2161165936489
56.7529852426029,43.8735066502582,22.3546681968696
56.7529852426029,39.8363104189541,28.9427736781932
56.7529852426029,34.8182120160009,34.8182120160009
56.7529852426029,28.9427736781932,39.8363104189541
56.7529852426029,22.3546681968696,43.8735066502582
56.7529852426029,15.2161165936489,46.8303915400124
56.7529852426029,7.70289370049685,48.6341567688927
56.7529852426029,3.01510415625474e-15,49.2403876506104
56.7529852426029,-7.70289370049685,48.6341567688927
56.7529852426029,-15.2161165936489,46.8303915400124
56.7529852426029,-22.3546681968696,43.8735066502582
56.7529852426029,-28.9427736781932,39.8363104189541
56.7529852426029,-34.8182120160009,34.8182120160009
56.7529852426029,-39.8363104189541,28.9427736781932
56.7529852426029,-43.8735066502582,22.3546681968696
56.7529852426029,-46.8303915400124,15.2161165936489
56.7529852426029,-48.6341567688927,7.70289370049685
56.7529852426029,-49.2403876506104,6.0302083125095e-15
56.7529852426029,-48.6341567688927,-7.7028937004968
56.7529852426029,-46.8303915400124,-15.2161165936489
56.7529852426029,-43.8735066502582,-22.3546681968696
56.7529852426029,-39.8363104189541,-28.9427736781932
56.7529852426029,-34.8182120160009,-34.8182120160009
56.7529852426029,-28.9427736781932,-39.8363104189541
56.7529852426029,-22.3546681968696,-43.8735066502582
56.7529852426029,-15.2161165936489,-46.8303915400124
56.7529852426029,-7.70289370049685,-48.6341567688927
56.7529852426029,-9.04531246876425e-15,-49.2403876506104
56.7529852426029,7.7028937004968,-48.6341567688927
56.7529852426029,15.2161165936489,-46.8303915400124
56.7529852426029,22.3546681968696,-43.8735066502582
56.7529852426029,28.9427736781932,-39.8363104189541
56.7529852426029,34.8182120160009,-34.8182120160009
56.7529852426029,39.8363104189541,-28.9427736781932
56.7529852426029,43.8735066502582,-22.3546681968696
56.7529852426029,46.8303915400124,-15.2161165936489
56.7529852426029,48.6341567688927,-7.70289370049685
66.6666666666667,0,0
69.444445,43.301270189222,0
69.444445,42.7681596988543,6.77381103761345
69.444445,41.1819551773166,13.3808283664908
69.444445,38.58171424424,19.658365292562
69.444445,35.0314634611019,25.4518480227564
69.444445,30.6186217847897,30.6186217847897
69.444445,25.4518480227564,35.0314634611019
69.444445,19.658365292562,38.58171424424
69.444445,13.3808283664909,41.1819551773166
69.444445,6.77381103761345,42.7681596988543
69.444445,2.65143809681227e-15,43.301270189222
69.444445,-6.77381103761345,42.7681596988543
69.444445,-13.3808283664908,41.1819551773166
69.444445,-19.658365292562,38.58171424424
69.444445,-25.4518480227564,35.0314634611019
69.444445,-30.6186217847897,30.6186217847897
69.444445,-35.0314634611019,25.4518480227564
69.444445,-38.58171424424,19.658365292562
69.444445,-41.1819551773166,13.3808283664909
69.444445,-42.7681596988543,6.77381103761345
69.444445,-43.301270189222,5.30287619362455e-15
69.444445,-42.7681596988543,-6.7738110376134
69.444445,-41.1819551773166,-13.3808283664908
69.444445,-38.58171424424,-19.658365292562
69.444445,-35.0314634611019,-25.4518480227564
69.444445,-30.6186217847897,-30.6186217847897
69.444445,-25.4518480227564,-35.0314634611019
69.444445,-19.658365292562,-38.58171424424
69.444445,-13.3808283664909,-41.1819551773166
69.444445,-6.77381103761345,-42.7681596988543
69.444445,-7.9543142904368e-15,-43.301270189222
69.444445,6.7738110376134,-42.7681596988543
69.444445,13.3808283664908,-41.1819551773166
69.444445,19.658365292562,-38.58171424424
69.444445,25.4518480227564,-35.0314634611019
69.444445,30.6186217847897,-30.6186217847897
69.444445,35.0314634611019,-25.4518480227564
69.444445,38.58171424424,-19.658365292562
69.444445,41.1819551773166,-13.3808283664909
69.444445,42.7681596988543,-6.77381103761345
77.7777777777778,0,0
79.7906177879603,32.1393804843269,0
79.7906177879603,31.7436913783207,5.02770679279015
79.7906177879603,30.5663672393084,9.93161475833955
79.7906177879603,28.6363976949077,14.590973407399
79.7906177879603,26.001305000503,18.8910538665039
79.7906177879603,22.7259738836022,22.7259738836022
79.7906177879603,18.8910538665039,26.001305000503
79.7906177879603,14.590973407399,28.6363976949077
79.7906177879603,9.93161475833955,30.5663672393084
79.7906177879603,5.02770679279015,31.7436913783207
79.7906177879603,1.9679694718355e-15,32.1393804843269
79.7906177879603,-5.0277067927901,31.7436913783207
79.7906177879603,-9.93161475833955,30.5663672393084
79.7906177879603,-14.590973407399,28.6363976949077
79.7906177879603,-18.8910538665039,26.001305000503
79.7906177879603,-22.7259738836022,22.7259738836022
79.7906177879603,-26.001305000503,18.8910538665039
79.7906177879603,-28.6363976949077,14.590973407399
79.7906177879603,-30.5663672393084,9.93161475833955
79.7906177879603,-31.7436913783207,5.02770679279015
79.7906177879603,-32.1393804843269,3.93593894367099e-15
79.7906177879603,-31.7436913783207,-5.0277067927901
79.7906177879603,-30.5663672393084,-9.93161475833955
79.7906177879603,-28.6363976949077,-14.590973407399
79.7906177879603,-26.001305000503,-18.8910538665039
79.7906177879603,-22.7259738836022,-22.7259738836022
79.7906177879603,-18.8910538665039,-26.001305000503
79.7906177879603,-14.590973407399,-28.6363976949077
79.7906177879603,-9.93161475833955,-30.5663672393084
79.7906177879603,-5.02770679279015,-31.7436913783207
79.7906177879603,-5.9039084155065e-15,-32.1393804843269
79.7906177879603,5.0277067927901,-31.7436913783207
79.7906177879603,9.93161475833955,-30.5663672393084
79.7906177879603,14.590973407399,-28.6363976949077
79.7906177879603,18.8910538665039,-26.001305000503
79.7906177879603,22.7259738836022,-22.7259738836022
79.7906177879603,26.001305000503,-18.8910538665039
79.7906177879603,28.6363976949077,-14.590973407399
79.7906177879603,30.5663672393084,-9.93161475833955
79.7906177879603,31.7436913783207,-5.02770679279015
88.888888888889,0,0
86.5436024750076,17.1010071662834,0
86.5436024750076,16.8904653905721,2.6751869077067
86.5436024750076,16.264024300704,5.28450183530935
86.5436024750076,15.2371089553506,7.7636947894706
86.5436024750076,13.8350054184511,10.0517198116893
86.5436024750076,12.0922381323987,12.0922381323987
86.5436024750076,10.0517198116893,13.8350054184511
86.5436024750076,7.7636947894706,15.2371089553506
86.5436024750076,5.28450183530935,16.264024300704
86.5436024750076,2.6751869077067,16.8904653905721
86.5436024750076,1.04713468441925e-15,17.1010071662834
86.5436024750076,-2.6751869077067,16.8904653905721
86.5436024750076,-5.28450183530935,16.264024300704
86.5436024750076,-7.7636947894706,15.2371089553506
86.5436024750076,-10.0517198116893,13.8350054184511
86.5436024750076,-12.0922381323987,12.0922381323987
86.5436024750076,-13.8350054184511,10.0517198116893
86.5436024750076,-15.2371089553506,7.7636947894706
86.5436024750076,-16.264024300704,5.28450183530935
86.5436024750076,-16.8904653905721,2.6751869077067
86.5436024750076,-17.1010071662834,2.0942693688385e-15
86.5436024750076,-16.8904653905721,-2.6751869077067
86.5436024750076,-16.264024300704,-5.28450183530935
86.5436024750076,-15.2371089553506,-7.7636947894706
86.5436024750076,-13.8350054184511,-10.0517198116893
86.5436024750076,-12.0922381323987,-12.0922381323987
86.5436024750076,-10.0517198116893,-13.8350054184511
86.5436024750076,-7.7636947894706,-15.2371089553506
86.5436024750076,-5.28450183530935,-16.264024300704
86.5436024750076,-2.6751869077067,-16.8904653905721
86.5436024750076,-3.14140405325774e-15,-17.1010071662834
86.5436024750076,2.6751869077067,-16.8904653905721
86.5436024750076,5.28450183530935,-16.264024300704
86.5436024750076,7.7636947894706,-15.2371089553506
86.5436024750076,10.0517198116893,-13.8350054184511
86.5436024750076,12.0922381323987,-12.0922381323987
86.5436024750076,13.8350054184511,-10.0517198116893
86.5436024750076,15.2371089553506,-7.7636947894706
86.5436024750076,16.264024300704,-5.28450183530935
86.5436024750076,16.8904653905721,-2.67518690770671
100,0,0
